Date,Price,Open,High,Low,Volume,Change(%),DayName,Year
2013-08-22,889.48,852.5,898.58,847.6,2130494,3.56,Thursday,2013
2013-08-21,858.9,870.05,871.85,850.58,1811997,-1.07,Wednesday,2013
2013-08-20,868.2,894.9,894.9,865.0,1362422,-2.31,Tuesday,2013
2013-08-19,888.73,899.0,903.5,877.78,1060676,-0.19,Monday,2013
2013-08-16,890.45,912.1,915.0,877.78,1389965,-2.87,Friday,2013
2013-08-14,916.75,912.25,929.0,901.0,1651034,0.75,Wednesday,2013
2013-08-13,909.9,910.1,922.43,904.98,1084148,0.32,Tuesday,2013
2013-08-12,907.0,920.5,920.5,904.08,1038787,-1.7,Monday,2013
2013-08-08,922.7,902.55,928.08,891.85,1079314,1.25,Thursday,2013
2013-08-07,911.35,937.0,945.45,906.73,1347490,-2.53,Wednesday,2013
2013-08-06,935.05,936.5,940.98,932.33,1152645,0.16,Tuesday,2013
2013-08-05,933.6,920.0,938.7,920.0,1177592,1.16,Monday,2013
2013-08-02,922.93,909.85,924.95,908.35,923427,1.68,Friday,2013
2013-08-01,907.7,905.03,917.4,895.0,1070589,-0.01,Thursday,2013
2013-07-31,907.75,895.0,915.75,894.73,1413375,1.29,Wednesday,2013
2013-07-30,896.15,890.0,902.48,887.73,1308742,0.74,Tuesday,2013
2013-07-29,889.6,879.0,897.3,878.63,887131,0.26,Monday,2013
2013-07-26,887.25,897.5,899.48,875.05,1189532,-1.18,Friday,2013
2013-07-25,897.88,890.0,905.0,883.35,2044404,0.73,Thursday,2013
2013-07-24,891.4,874.25,896.0,872.5,1090822,1.89,Wednesday,2013
2013-07-23,874.9,874.0,890.23,871.8,823251,0.19,Tuesday,2013
2013-07-22,873.25,870.5,879.4,864.15,1487386,0.21,Monday,2013
2013-07-19,871.4,859.5,879.5,850.0,4275402,4.96,Friday,2013
2013-07-18,830.2,840.0,846.15,822.0,1722766,-1.08,Thursday,2013
2013-07-17,839.25,822.53,842.48,822.53,1499625,1.77,Wednesday,2013
2013-07-16,824.68,812.5,833.18,808.8,1112493,0.46,Tuesday,2013
2013-07-15,820.88,800.55,823.65,799.65,1030285,1.98,Monday,2013
2013-07-12,804.93,797.5,812.4,789.65,1625768,2.9,Friday,2013
2013-07-11,782.28,760.0,785.0,760.0,1167637,3.48,Thursday,2013
2013-07-10,755.98,755.0,763.4,749.0,661312,0.47,Wednesday,2013
2013-07-09,752.45,747.65,760.88,747.65,548663,-0.12,Tuesday,2013
2013-07-08,753.33,764.0,767.5,750.0,829398,-1.54,Monday,2013
2013-07-05,765.1,771.0,779.0,761.0,646506,-0.53,Friday,2013
2013-07-04,769.15,745.43,770.5,745.0,958530,3.26,Thursday,2013
2013-07-03,744.9,748.85,759.5,732.5,765453,-0.72,Wednesday,2013
2013-07-02,750.28,746.55,754.25,743.33,828621,0.55,Tuesday,2013
2013-07-01,746.18,756.0,758.35,741.7,677326,-1.7,Monday,2013
2013-06-28,759.08,747.5,762.15,729.1,2408548,1.76,Friday,2013
2013-06-27,745.95,723.9,748.5,721.0,1910339,3.77,Thursday,2013
2013-06-26,718.85,698.45,723.88,690.53,1163244,3.26,Wednesday,2013
2013-06-25,696.15,706.75,713.55,690.35,930274,-1.3,Tuesday,2013
2013-06-24,705.35,707.5,717.05,700.05,944582,-0.81,Monday,2013
2013-06-21,711.13,704.4,715.93,704.0,1424112,1.26,Friday,2013
2013-06-20,702.25,710.5,716.58,699.55,2086439,-1.62,Thursday,2013
2013-06-19,713.85,727.45,727.45,711.78,1069894,-1.12,Wednesday,2013
2013-06-18,721.9,727.5,730.0,720.08,1145764,-0.6,Tuesday,2013
2013-06-17,726.23,726.5,732.5,714.0,1292081,0.12,Monday,2013
2013-06-14,725.35,724.0,728.63,715.5,1552998,0.35,Friday,2013
2013-06-13,722.83,730.0,732.0,717.55,1575671,-1.53,Thursday,2013
2013-06-12,734.05,747.05,747.55,731.03,2402977,-2.23,Wednesday,2013
2013-06-11,750.78,765.1,771.0,746.0,1102734,-1.54,Tuesday,2013
2013-06-10,762.53,762.53,772.35,759.55,1680215,0.4,Monday,2013
2013-06-07,759.48,735.05,769.5,734.0,1775422,3.28,Friday,2013
2013-06-06,735.38,726.85,739.25,726.03,1270226,0.2,Thursday,2013
2013-06-05,733.9,730.55,736.33,726.35,864338,0.17,Wednesday,2013
2013-06-04,732.68,730.0,736.95,725.08,652660,-0.27,Tuesday,2013
2013-06-03,734.7,752.0,753.5,728.55,1548806,-1.94,Monday,2013
2013-05-31,749.23,745.5,754.63,738.38,964934,-0.06,Friday,2013
2013-05-30,749.7,750.0,756.0,743.5,1204173,0.14,Thursday,2013
2013-05-29,748.68,758.0,763.75,742.55,726019,-1.11,Wednesday,2013
2013-05-28,757.05,749.0,758.25,745.15,700127,1.07,Tuesday,2013
2013-05-27,749.0,734.75,750.0,730.0,1011932,1.94,Monday,2013
2013-05-24,734.78,750.0,751.48,731.8,793306,-1.55,Friday,2013
2013-05-23,746.35,747.5,763.38,739.18,1531981,-0.38,Thursday,2013
2013-05-22,749.2,749.0,754.58,746.15,923472,0.37,Wednesday,2013
2013-05-21,746.43,732.5,751.0,732.5,949216,1.39,Tuesday,2013
2013-05-20,736.2,735.63,739.0,730.5,692752,-0.09,Monday,2013
2013-05-17,736.9,727.5,739.25,727.05,1450100,1.36,Friday,2013
2013-05-16,727.03,734.5,734.5,723.73,1207826,-1.19,Thursday,2013
2013-05-15,735.78,729.05,738.6,725.0,1782963,0.93,Wednesday,2013
2013-05-14,728.98,727.55,735.28,721.88,1125050,0.44,Tuesday,2013
2013-05-13,725.8,740.0,740.5,722.85,931249,-2.55,Monday,2013
2013-05-11,744.83,747.5,747.5,743.05,28017,-0.42,Saturday,2013
2013-05-10,747.95,749.23,755.45,745.55,569857,-0.17,Friday,2013
2013-05-09,749.23,741.6,751.73,741.5,974850,1.24,Thursday,2013
2013-05-08,740.05,736.0,743.9,735.0,884065,0.58,Wednesday,2013
2013-05-07,735.8,733.55,739.43,728.7,1130090,0.3,Tuesday,2013
2013-05-06,733.6,710.0,736.2,710.0,1863559,3.43,Monday,2013
2013-05-03,709.25,713.0,723.63,703.95,1820895,-1.07,Friday,2013
2013-05-02,716.95,686.75,719.4,686.75,2815163,4.03,Thursday,2013
2013-04-30,689.2,684.0,691.0,682.5,2010285,0.56,Tuesday,2013
2013-04-29,685.38,682.5,692.35,682.5,1984458,0.1,Monday,2013
2013-04-26,684.68,696.5,696.73,682.55,2377038,-2.35,Friday,2013
2013-04-25,701.15,715.28,715.28,699.33,3964597,-1.98,Thursday,2013
2013-04-23,715.28,712.23,724.0,712.0,1692085,0.37,Tuesday,2013
2013-04-22,712.65,723.0,729.9,712.5,1481242,-1.89,Monday,2013
2013-04-18,726.38,743.98,747.45,713.73,4277229,-0.27,Thursday,2013
2013-04-17,728.33,747.5,749.5,715.5,2639502,-1.79,Wednesday,2013
2013-04-16,741.58,735.0,746.73,728.98,1535791,0.73,Tuesday,2013
2013-04-15,736.23,756.75,757.0,724.18,2695748,-2.6,Monday,2013
2013-04-12,755.88,740.95,762.25,739.18,2516030,-1.64,Friday,2013
2013-04-11,768.45,770.0,775.05,760.35,1122329,0.42,Thursday,2013
2013-04-10,765.23,754.95,769.45,750.5,1023142,2.21,Wednesday,2013
2013-04-09,748.7,740.0,756.5,738.8,836177,1.12,Tuesday,2013
2013-04-08,740.38,749.45,749.45,737.5,448208,-1.17,Monday,2013
2013-04-05,749.18,752.5,754.68,742.05,932624,-0.63,Friday,2013
2013-04-04,753.9,770.05,770.05,750.5,563169,-2.31,Thursday,2013
2013-04-03,771.7,785.0,787.5,765.5,479966,-1.53,Wednesday,2013
2013-04-02,783.68,778.0,785.6,770.63,565166,0.67,Tuesday,2013
2013-04-01,778.43,782.5,786.85,775.63,484406,-1.2,Monday,2013
2013-03-28,787.88,778.0,791.7,770.83,1532831,1.25,Thursday,2013
2013-03-26,778.18,770.05,785.0,768.08,890768,0.84,Tuesday,2013
2013-03-25,771.68,774.25,776.0,764.2,928658,0.08,Monday,2013
2013-03-22,771.08,780.7,781.05,766.0,1357228,-1.14,Friday,2013
2013-03-21,779.98,781.5,787.2,776.85,832302,0.15,Thursday,2013
2013-03-20,778.83,770.0,786.33,769.98,2084068,0.7,Wednesday,2013
2013-03-19,773.38,782.25,782.25,770.23,1869955,-1.29,Tuesday,2013
2013-03-18,783.48,779.93,786.83,777.2,847494,-0.21,Monday,2013
2013-03-15,785.13,786.0,790.2,780.3,2106199,0.16,Friday,2013
2013-03-14,783.85,778.5,788.5,771.9,1525609,1.03,Thursday,2013
2013-03-13,775.85,778.03,779.35,774.0,897248,-0.56,Wednesday,2013
2013-03-12,780.25,779.0,783.98,774.0,904726,-0.36,Tuesday,2013
2013-03-11,783.1,787.5,794.78,778.33,1110665,-1.07,Monday,2013
2013-03-08,791.58,795.0,797.83,787.45,2170751,-0.42,Friday,2013
2013-03-07,794.95,780.5,798.8,779.68,1954351,1.84,Thursday,2013
2013-03-06,780.6,768.08,782.75,768.08,1149755,1.37,Wednesday,2013
2013-03-05,770.08,758.5,771.5,754.3,1720027,1.78,Tuesday,2013
2013-03-04,756.6,745.5,759.95,745.5,1568038,0.76,Monday,2013
2013-03-01,750.93,757.55,758.0,749.0,1268663,-1.0,Friday,2013
2013-02-28,758.5,743.13,762.5,742.63,2299712,2.28,Thursday,2013
2013-02-27,741.6,747.63,751.53,738.65,1278341,-0.88,Wednesday,2013
2013-02-26,748.2,733.5,749.98,733.0,1426835,1.54,Tuesday,2013
2013-02-25,736.85,726.5,737.5,725.75,865015,1.28,Monday,2013
2013-02-22,727.55,725.0,732.03,721.15,655347,0.28,Friday,2013
2013-02-21,725.53,720.35,728.43,720.35,1924573,-0.12,Thursday,2013
2013-02-20,726.4,720.75,728.5,720.75,1130759,0.64,Wednesday,2013
2013-02-19,721.78,710.8,724.45,706.35,372147,1.28,Tuesday,2013
2013-02-18,712.68,720.05,720.95,710.0,476043,-1.16,Monday,2013
2013-02-15,721.08,722.0,725.9,715.33,910395,-0.38,Friday,2013
2013-02-14,723.85,715.05,727.9,714.5,1473479,0.86,Thursday,2013
2013-02-13,717.7,704.9,720.83,702.55,1911333,1.8,Wednesday,2013
2013-02-12,705.03,704.53,707.5,700.93,1112751,-0.33,Tuesday,2013
2013-02-11,707.35,712.0,714.45,706.13,1156063,-0.56,Monday,2013
2013-02-08,711.3,693.0,718.5,692.55,3486809,2.55,Friday,2013
2013-02-07,693.58,680.5,695.0,680.5,1306391,1.21,Thursday,2013
2013-02-06,685.28,681.25,687.95,681.0,1786853,0.77,Wednesday,2013
2013-02-05,680.03,672.55,682.5,672.55,1080997,0.27,Tuesday,2013
2013-02-04,678.18,674.5,683.9,672.58,1243652,0.61,Monday,2013
2013-02-01,674.05,672.0,676.0,671.08,742270,0.29,Friday,2013
2013-01-31,672.08,674.43,676.23,663.2,2156584,-0.15,Thursday,2013
2013-01-30,673.08,670.5,674.93,667.9,1139572,0.09,Wednesday,2013
2013-01-29,672.48,670.6,678.28,670.15,865902,-0.01,Tuesday,2013
2013-01-28,672.53,670.15,674.98,668.98,1214077,0.34,Monday,2013
2013-01-25,670.25,661.88,672.5,661.88,760550,0.9,Friday,2013
2013-01-24,664.28,652.5,668.45,652.5,1749235,1.27,Thursday,2013
2013-01-23,655.98,657.88,661.88,649.2,938827,-0.42,Wednesday,2013
2013-01-22,658.75,663.0,665.85,654.05,693315,-0.94,Tuesday,2013
2013-01-21,665.0,676.25,677.45,663.55,630019,-1.55,Monday,2013
2013-01-18,675.5,681.25,683.03,669.03,720235,-0.81,Friday,2013
